age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,deposit
80,retired,married,primary,no,1021,no,no,telephone,26,feb,37,1,999,0,unknown,no
52,technician,divorced,secondary,no,204,no,no,cellular,7,aug,134,2,999,0,unknown,no
41,unemployed,divorced,secondary,no,271,yes,no,unknown,19,jun,196,2,999,0,unknown,no
33,technician,married,secondary,no,1234,no,no,telephone,9,nov,61,1,999,0,unknown,no
59,retired,married,tertiary,no,1296,no,no,cellular,11,aug,862,11,999,0,unknown,no
33,management,married,secondary,no,588,yes,no,cellular,18,may,11,5,999,0,unknown,no
46,blue-collar,married,secondary,no,781,no,no,unknown,13,may,152,1,999,0,unknown,no
45,management,married,tertiary,no,54,yes,no,telephone,13,may,107,3,999,0,unknown,no
34,blue-collar,married,secondary,no,405,yes,no,unknown,21,may,103,1,999,0,unknown,no
33,management,single,tertiary,no,0,no,no,unknown,27,may,277,1,999,0,unknown,no
52,management,married,secondary,no,0,yes,yes,unknown,27,may,62,13,999,0,unknown,no
33,blue-collar,single,secondary,no,45,no,no,unknown,20,jun,13,12,999,0,unknown,no
47,blue-collar,married,primary,no,-58,yes,no,cellular,18,jul,92,2,999,0,unknown,no
49,technician,married,secondary,no,5244,no,no,cellular,25,aug,60,4,999,0,unknown,no
30,technician,single,tertiary,no,106,yes,no,cellular,13,may,119,3,999,0,unknown,no
60,management,married,secondary,no,0,no,no,cellular,20,may,321,4,87,8,failure,no
27,technician,single,tertiary,no,501,no,yes,telephone,30,jan,370,4,999,0,unknown,no
38,entrepreneur,married,unknown,no,259,no,no,cellular,18,nov,63,1,999,0,unknown,no
36,blue-collar,married,primary,no,409,yes,no,unknown,11,jun,81,3,999,0,unknown,no
35,admin.,married,secondary,yes,76,no,yes,unknown,17,jun,107,1,999,0,unknown,no
31,entrepreneur,single,unknown,no,301,yes,no,cellular,4,feb,371,1,999,0,unknown,no
30,entrepreneur,married,secondary,no,2551,yes,no,unknown,5,jun,142,2,999,0,unknown,no
34,management,married,tertiary,no,303,yes,no,cellular,29,jan,50,1,195,2,failure,no
35,blue-collar,single,secondary,no,142,yes,no,cellular,7,may,266,2,168,1,failure,no
38,technician,married,secondary,no,1,yes,no,cellular,21,nov,57,5,199,1,success,no
37,management,single,tertiary,no,10269,yes,no,cellular,18,may,28,2,999,0,unknown,no
37,technician,married,secondary,yes,0,no,no,unknown,18,jun,236,1,999,0,unknown,no
48,technician,married,secondary,no,10655,no,no,telephone,31,jul,5,3,999,0,unknown,no
33,management,single,tertiary,no,576,no,no,cellular,25,may,220,1,111,2,other,no
37,technician,married,secondary,no,177,yes,no,cellular,16,jul,464,3,999,0,unknown,no
42,services,married,secondary,no,1165,yes,no,cellular,18,may,485,6,999,0,unknown,no
35,technician,married,secondary,no,13658,yes,no,telephone,9,dec,220,2,999,0,unknown,no
38,admin.,divorced,secondary,no,930,yes,no,cellular,5,may,46,1,999,0,unknown,no
31,housemaid,single,tertiary,no,596,no,no,telephone,28,jan,30,1,999,0,unknown,no
34,management,married,tertiary,no,133,yes,no,unknown,8,may,65,1,999,0,unknown,no
38,admin.,divorced,secondary,no,0,yes,no,cellular,21,jul,93,1,999,0,unknown,no
40,admin.,married,secondary,no,-283,no,no,unknown,20,jun,253,2,999,0,unknown,no
57,management,married,tertiary,no,4929,yes,no,telephone,31,jul,91,4,999,0,unknown,no
51,management,married,tertiary,yes,0,no,yes,cellular,29,jul,204,6,999,0,unknown,no
35,technician,single,unknown,no,726,yes,no,cellular,5,may,163,1,999,0,unknown,no
32,management,married,tertiary,no,134,no,yes,cellular,29,aug,162,2,999,0,unknown,no
29,blue-collar,married,secondary,no,508,yes,yes,unknown,19,jun,262,5,999,0,unknown,no
35,management,single,tertiary,no,0,no,no,cellular,29,aug,131,2,999,0,unknown,no
31,management,married,tertiary,no,0,yes,no,cellular,4,may,108,2,167,1,failure,no
31,admin.,married,secondary,no,941,yes,no,cellular,8,apr,213,4,999,0,unknown,no
30,admin.,single,secondary,no,60,no,no,cellular,29,jan,55,2,999,0,unknown,no
27,services,married,secondary,no,1303,yes,yes,unknown,21,may,364,1,999,0,unknown,no
28,blue-collar,single,secondary,no,1735,yes,no,cellular,20,apr,89,1,999,0,unknown,no
41,technician,single,tertiary,no,-89,yes,no,cellular,3,feb,195,4,251,4,failure,no
36,student,married,primary,no,3503,no,no,unknown,6,jun,31,1,999,0,unknown,no
37,technician,married,secondary,no,3720,yes,no,cellular,28,jan,561,1,999,0,unknown,no
35,blue-collar,married,secondary,no,625,no,no,cellular,13,may,267,1,999,0,unknown,no
54,blue-collar,divorced,unknown,no,-473,yes,no,cellular,14,may,239,1,351,2,failure,no
30,management,single,secondary,no,135,no,no,cellular,14,aug,112,2,999,0,unknown,no
52,unemployed,married,secondary,no,1639,no,no,cellular,8,aug,93,1,999,0,unknown,no
29,blue-collar,married,secondary,no,294,yes,no,unknown,14,may,594,2,999,0,unknown,no
34,admin.,single,secondary,no,601,no,no,cellular,17,nov,184,3,999,0,unknown,no
49,management,single,tertiary,no,1350,yes,yes,cellular,11,may,716,1,999,0,unknown,no
34,self-employed,single,secondary,no,1261,yes,no,cellular,9,apr,169,2,999,0,unknown,no
28,management,single,tertiary,no,637,yes,no,cellular,4,feb,324,1,999,0,unknown,no
41,technician,married,secondary,no,1043,yes,yes,unknown,14,may,225,1,999,0,unknown,no
59,admin.,married,secondary,no,2552,no,yes,cellular,5,aug,125,3,999,0,unknown,no
47,services,married,secondary,no,2070,yes,yes,unknown,26,may,136,1,999,0,unknown,no
40,technician,married,secondary,no,503,yes,no,unknown,14,may,127,3,999,0,unknown,no
34,admin.,single,secondary,no,79,yes,no,cellular,28,jul,219,3,999,0,unknown,no
52,blue-collar,divorced,primary,yes,-183,yes,no,unknown,6,may,145,1,999,0,unknown,no
26,management,single,tertiary,no,1720,no,no,cellular,3,feb,383,1,999,0,unknown,no
31,admin.,single,tertiary,no,-218,yes,no,unknown,2,jun,227,15,999,0,unknown,no
35,blue-collar,married,secondary,no,667,yes,no,cellular,14,may,10,5,324,27,other,no
31,unemployed,married,secondary,no,20,no,no,telephone,18,nov,52,1,999,0,unknown,no
51,blue-collar,married,unknown,no,0,yes,no,telephone,7,may,10,4,999,0,unknown,no
46,management,single,tertiary,no,2278,no,no,cellular,12,aug,218,5,999,0,unknown,no
34,management,married,secondary,no,355,no,no,cellular,21,aug,314,3,999,0,unknown,no
39,services,married,secondary,no,207,no,no,unknown,6,jun,78,2,999,0,unknown,no
48,technician,married,secondary,no,-938,yes,no,cellular,7,may,134,1,344,2,failure,no
31,services,married,secondary,no,505,no,no,cellular,11,jul,773,3,999,0,unknown,no
50,self-employed,single,secondary,no,766,yes,no,cellular,7,may,253,2,304,4,failure,no
49,blue-collar,married,secondary,no,134,yes,yes,unknown,27,may,265,2,999,0,unknown,no
36,self-employed,married,tertiary,no,4515,yes,no,unknown,17,jun,408,2,999,0,unknown,no
42,blue-collar,married,secondary,no,879,yes,no,cellular,18,nov,140,1,999,0,unknown,no
59,unknown,married,unknown,no,2443,no,no,unknown,20,jun,8,8,999,0,unknown,no
31,technician,married,secondary,no,180,no,no,cellular,26,may,222,1,70,2,success,no
30,management,single,tertiary,no,199,no,yes,cellular,28,jul,131,7,999,0,unknown,no
47,admin.,married,secondary,no,829,yes,yes,cellular,18,nov,48,1,188,1,failure,no
29,technician,married,tertiary,no,1489,yes,no,unknown,28,may,430,1,999,0,unknown,no
47,technician,married,secondary,no,321,yes,yes,unknown,4,jul,111,1,999,0,unknown,no
37,technician,married,secondary,no,1824,yes,no,cellular,3,jul,112,2,324,2,other,no
48,management,married,tertiary,no,3842,no,no,cellular,1,oct,168,1,122,2,success,no
30,services,single,secondary,no,-114,yes,no,cellular,21,jul,396,2,999,0,unknown,no
41,management,divorced,tertiary,no,107,yes,no,cellular,17,jul,122,17,999,0,unknown,no
26,unemployed,single,tertiary,no,2170,no,no,cellular,3,feb,317,1,999,0,unknown,no
47,services,married,secondary,no,1764,no,yes,cellular,26,aug,119,6,999,0,unknown,no
57,blue-collar,married,primary,no,23,yes,no,telephone,31,jul,25,8,999,0,unknown,no
55,technician,married,secondary,no,517,yes,yes,cellular,6,feb,47,3,263,4,failure,no
37,admin.,married,secondary,no,641,yes,no,unknown,5,jun,42,1,999,0,unknown,no
29,admin.,single,secondary,no,1992,no,no,cellular,12,apr,119,2,999,0,unknown,no
52,management,married,tertiary,no,-2712,yes,yes,cellular,2,apr,253,1,999,0,unknown,no
44,blue-collar,married,secondary,no,879,yes,no,cellular,3,apr,383,1,999,0,unknown,no
31,management,married,tertiary,no,1575,no,no,cellular,12,aug,178,4,999,0,unknown,no
36,admin.,married,secondary,no,75,yes,no,unknown,4,jul,52,4,999,0,unknown,no
35,blue-collar,married,secondary,no,0,yes,no,cellular,9,jul,277,1,999,0,unknown,no
53,technician,divorced,secondary,no,392,yes,no,cellular,28,jan,70,1,245,1,failure,no
40,services,single,secondary,no,19343,yes,no,cellular,21,nov,13,4,179,4,failure,no
47,admin.,married,secondary,no,1387,yes,no,cellular,14,oct,158,1,826,1,failure,no
26,admin.,single,secondary,no,586,yes,yes,unknown,12,may,215,1,999,0,unknown,no
30,blue-collar,married,secondary,no,2850,no,no,unknown,8,may,181,2,999,0,unknown,no
31,management,single,tertiary,yes,-365,yes,no,unknown,30,may,319,6,999,0,unknown,no
41,blue-collar,married,primary,no,686,yes,no,cellular,21,nov,888,3,999,0,unknown,no
36,services,single,secondary,no,760,no,no,unknown,20,jun,9,13,999,0,unknown,no
33,technician,single,tertiary,no,8097,no,yes,cellular,21,aug,500,2,999,0,unknown,no
37,management,married,tertiary,no,2672,yes,no,cellular,11,aug,549,1,999,0,unknown,no
48,blue-collar,married,primary,no,783,no,yes,cellular,6,aug,90,2,999,0,unknown,no
47,technician,divorced,tertiary,no,8422,no,no,cellular,8,aug,200,4,999,0,unknown,no
46,management,married,tertiary,no,460,no,no,cellular,28,jan,56,1,999,0,unknown,no
57,management,married,secondary,no,657,yes,no,telephone,11,may,20,5,999,0,unknown,no
27,management,single,secondary,no,145,yes,no,cellular,5,may,121,4,89,3,failure,no
33,technician,married,secondary,no,348,yes,no,cellular,7,may,263,2,294,1,success,no
47,admin.,married,secondary,no,1358,yes,no,cellular,14,may,80,4,999,0,unknown,no
42,management,married,tertiary,no,0,no,no,cellular,6,aug,81,3,999,0,unknown,no
34,services,married,secondary,no,24,yes,no,unknown,28,may,124,1,999,0,unknown,no
47,self-employed,married,tertiary,no,192,no,no,telephone,30,jul,120,6,999,0,unknown,no
36,management,single,tertiary,no,8,no,no,cellular,29,jul,858,7,999,0,unknown,no
32,admin.,married,secondary,no,0,no,no,unknown,23,may,206,3,999,0,unknown,no
39,blue-collar,divorced,secondary,no,0,yes,no,cellular,11,may,275,2,307,1,other,no
62,blue-collar,married,primary,no,1381,no,no,cellular,19,oct,1020,1,999,0,unknown,no
42,technician,married,tertiary,no,1189,no,no,unknown,5,jun,323,3,999,0,unknown,no
40,technician,married,secondary,no,8379,no,no,unknown,12,jun,52,6,999,0,unknown,no
38,services,married,tertiary,no,563,yes,no,cellular,7,may,251,2,999,0,unknown,no
29,management,single,tertiary,no,1218,no,no,cellular,30,jan,258,2,999,0,unknown,no
38,management,married,tertiary,no,1354,yes,no,cellular,29,jan,50,2,999,0,unknown,no
52,retired,married,secondary,no,603,no,yes,unknown,9,jun,79,1,999,0,unknown,no
49,self-employed,married,secondary,no,2061,yes,yes,unknown,30,may,137,3,999,0,unknown,no
48,management,divorced,tertiary,no,-244,yes,no,unknown,5,may,253,1,999,0,unknown,no
29,blue-collar,married,secondary,no,1,yes,no,unknown,6,may,215,1,999,0,unknown,no
58,blue-collar,married,secondary,no,1457,yes,no,cellular,8,jul,144,4,999,0,unknown,no
57,technician,married,secondary,no,28,yes,no,cellular,8,may,163,1,358,1,failure,no
31,technician,single,secondary,no,2388,no,no,cellular,5,aug,123,1,999,0,unknown,no
47,services,married,secondary,no,-150,no,no,cellular,14,aug,52,4,999,0,unknown,no
40,blue-collar,married,primary,no,13,yes,no,unknown,4,jul,178,1,999,0,unknown,no
46,blue-collar,married,secondary,no,137,no,no,unknown,20,jun,252,3,999,0,unknown,no
43,blue-collar,married,primary,no,794,yes,no,cellular,13,may,38,3,999,0,unknown,no
43,technician,divorced,secondary,no,6835,no,no,unknown,20,jun,262,2,999,0,unknown,no
32,management,single,tertiary,no,316,yes,no,cellular,29,jan,215,3,999,0,unknown,no
28,blue-collar,single,secondary,no,97,yes,no,unknown,7,may,67,1,999,0,unknown,no
60,admin.,married,secondary,no,-396,yes,no,cellular,11,may,443,1,350,1,failure,no
36,services,single,primary,no,38,no,no,unknown,6,jun,308,4,999,0,unknown,no
29,unemployed,single,secondary,no,2424,no,no,cellular,6,feb,93,1,999,0,unknown,no
47,technician,divorced,secondary,no,1013,no,no,cellular,15,jun,54,3,999,0,unknown,no
27,services,married,secondary,no,202,yes,no,telephone,8,jul,212,2,999,0,unknown,no
62,retired,married,tertiary,no,4692,yes,no,cellular,15,oct,73,1,999,0,unknown,no
42,technician,married,tertiary,no,13410,no,yes,cellular,14,aug,149,2,999,0,unknown,no
68,retired,married,secondary,no,1316,no,no,telephone,4,mar,92,5,999,0,unknown,no
72,retired,married,primary,no,2079,no,no,cellular,13,aug,100,1,191,3,other,no
57,housemaid,married,primary,no,0,no,no,cellular,13,aug,189,2,999,0,unknown,no
42,entrepreneur,married,secondary,no,169,yes,no,telephone,15,may,87,4,999,0,unknown,no
30,blue-collar,single,secondary,no,522,no,no,cellular,6,feb,197,3,999,0,unknown,no
40,unemployed,married,secondary,no,1077,yes,yes,cellular,17,nov,148,2,999,0,unknown,no
28,management,single,tertiary,no,3238,yes,no,unknown,19,may,7,1,999,0,unknown,no
35,services,married,tertiary,no,4564,no,no,cellular,18,aug,45,6,999,0,unknown,no
30,technician,divorced,secondary,no,3100,yes,no,unknown,21,may,154,4,999,0,unknown,no
23,admin.,married,secondary,no,299,yes,no,unknown,19,jun,104,1,999,0,unknown,no
56,blue-collar,married,primary,no,0,yes,no,cellular,17,jul,82,1,999,0,unknown,no
39,housemaid,married,primary,no,2460,no,no,cellular,11,jul,194,3,999,0,unknown,no
35,blue-collar,married,secondary,no,67,no,no,unknown,20,may,60,6,999,0,unknown,no
47,services,married,secondary,no,0,yes,no,cellular,9,jul,173,1,999,0,unknown,no
40,unemployed,divorced,secondary,no,991,yes,no,unknown,12,jun,316,2,999,0,unknown,no
38,technician,married,secondary,no,183,yes,no,cellular,16,apr,256,3,339,2,failure,no
41,services,divorced,secondary,no,727,yes,no,cellular,11,may,246,1,999,0,unknown,no
30,management,married,tertiary,no,-250,yes,no,unknown,20,jun,11,6,999,0,unknown,no
28,technician,single,secondary,no,922,yes,no,cellular,7,apr,304,1,999,0,unknown,no
36,blue-collar,married,primary,no,679,yes,yes,cellular,13,may,115,1,999,0,unknown,no
41,blue-collar,married,secondary,no,167,no,no,unknown,20,jun,48,1,999,0,unknown,no
43,services,divorced,secondary,no,130,yes,no,unknown,8,may,193,1,999,0,unknown,no
36,blue-collar,married,secondary,no,3935,yes,yes,unknown,27,may,220,6,999,0,unknown,no
33,services,married,secondary,no,703,no,no,cellular,18,nov,160,2,999,0,unknown,no
53,admin.,divorced,secondary,no,1151,yes,no,unknown,5,may,412,1,999,0,unknown,no
42,entrepreneur,married,secondary,no,1002,no,no,unknown,20,jun,109,3,999,0,unknown,no
53,retired,married,secondary,no,1296,yes,no,unknown,17,jun,115,1,999,0,unknown,no
56,admin.,married,secondary,no,2087,yes,no,unknown,12,may,146,1,999,0,unknown,no
49,blue-collar,married,secondary,no,388,no,no,telephone,17,jul,265,2,999,0,unknown,no
26,student,single,secondary,no,502,yes,no,telephone,7,may,82,1,999,0,unknown,no
54,technician,married,tertiary,yes,337,yes,no,unknown,28,may,302,2,999,0,unknown,no
35,technician,married,secondary,no,410,yes,no,cellular,20,nov,67,2,999,0,unknown,no
30,management,married,tertiary,no,1195,no,no,cellular,18,jul,146,2,999,0,unknown,no
28,management,single,tertiary,no,882,no,yes,cellular,8,jul,107,2,999,0,unknown,no
55,blue-collar,married,primary,no,-79,no,yes,unknown,27,jun,293,3,999,0,unknown,no
19,student,single,secondary,no,55,no,no,telephone,6,oct,89,2,193,1,other,no
33,unemployed,single,secondary,no,682,no,no,cellular,5,feb,251,1,999,0,unknown,no
47,technician,married,secondary,no,644,no,no,telephone,28,jan,54,3,160,13,failure,no
31,self-employed,single,tertiary,no,91,no,no,unknown,23,may,206,1,999,0,unknown,no
45,blue-collar,divorced,secondary,no,756,yes,no,unknown,6,may,179,2,999,0,unknown,no
28,admin.,single,tertiary,no,1104,yes,no,cellular,28,jul,73,7,999,0,unknown,no
26,blue-collar,single,secondary,no,8,yes,no,cellular,13,may,167,1,999,0,unknown,no
43,blue-collar,married,primary,no,377,no,yes,unknown,20,jun,11,5,999,0,unknown,no
32,management,single,tertiary,no,1966,no,no,cellular,18,aug,176,3,999,0,unknown,no
60,retired,married,tertiary,no,2196,no,no,cellular,15,jun,318,3,999,0,unknown,no
48,blue-collar,married,secondary,no,238,yes,yes,cellular,2,jun,118,2,81,1,success,no
28,services,single,secondary,no,123,yes,no,cellular,6,may,115,1,359,3,failure,no
34,admin.,divorced,secondary,no,140,yes,no,cellular,8,may,81,2,365,1,failure,no
43,technician,married,secondary,no,3723,yes,no,cellular,11,aug,134,4,999,0,unknown,no
29,technician,single,tertiary,no,910,yes,no,cellular,11,may,278,1,999,0,unknown,no
39,technician,married,tertiary,no,11766,yes,no,cellular,14,aug,313,4,102,5,failure,no
35,technician,single,secondary,no,196,yes,no,cellular,21,nov,318,1,999,0,unknown,no
37,blue-collar,married,primary,no,0,yes,no,unknown,26,may,24,1,999,0,unknown,no
55,retired,married,secondary,no,241,yes,no,unknown,20,jun,14,6,999,0,unknown,no
32,blue-collar,married,primary,no,1518,yes,no,telephone,6,feb,35,3,999,0,unknown,no
45,blue-collar,married,secondary,no,226,no,no,telephone,4,feb,170,2,212,2,failure,no
40,management,married,tertiary,no,0,yes,no,cellular,2,feb,279,1,999,0,unknown,no
25,admin.,single,secondary,no,131,yes,yes,unknown,9,may,237,1,999,0,unknown,no
40,admin.,married,secondary,no,-666,yes,no,unknown,27,may,107,2,999,0,unknown,no
38,management,single,tertiary,no,1515,yes,no,telephone,31,jul,42,5,999,0,unknown,no
35,self-employed,single,tertiary,no,-30,no,no,cellular,4,feb,218,2,999,0,unknown,no
41,blue-collar,married,unknown,no,732,yes,no,unknown,16,may,25,1,999,0,unknown,no
77,retired,married,primary,no,2590,no,no,telephone,15,feb,112,5,94,15,success,no
48,management,married,primary,no,427,no,no,cellular,17,nov,62,1,999,0,unknown,no
33,services,married,primary,no,0,yes,no,cellular,7,may,227,2,999,0,unknown,no
49,blue-collar,married,primary,no,4830,yes,no,unknown,6,jun,350,1,999,0,unknown,no
51,management,single,tertiary,no,4305,yes,no,cellular,4,may,126,1,999,0,unknown,no
54,management,married,tertiary,no,2819,no,no,cellular,7,aug,123,3,999,0,unknown,no
27,entrepreneur,married,secondary,no,97,yes,yes,cellular,18,may,13,3,999,0,unknown,no
30,management,single,tertiary,no,136,yes,no,unknown,23,may,152,1,999,0,unknown,no
41,technician,married,secondary,no,871,yes,no,unknown,6,may,145,1,999,0,unknown,no
57,entrepreneur,married,secondary,no,905,no,no,cellular,7,aug,121,1,999,0,unknown,no
30,technician,single,tertiary,no,10,no,no,cellular,26,aug,276,8,999,0,unknown,no
39,management,married,tertiary,no,309,no,no,cellular,26,aug,94,14,999,0,unknown,no
34,blue-collar,married,secondary,no,-257,yes,no,cellular,15,may,160,1,368,4,failure,no
40,management,divorced,unknown,no,4095,yes,no,cellular,20,apr,281,1,999,0,unknown,no
55,admin.,married,secondary,no,-2,no,no,cellular,28,aug,76,1,999,0,unknown,no
31,self-employed,married,primary,no,1074,yes,no,unknown,23,may,1438,2,999,0,unknown,no
42,management,married,tertiary,no,1823,yes,no,unknown,13,may,31,1,999,0,unknown,no
31,technician,single,secondary,no,1282,no,no,cellular,12,may,144,1,460,2,failure,no
32,technician,single,tertiary,no,1710,yes,no,cellular,15,may,439,1,175,3,other,no
42,blue-collar,married,primary,no,402,no,no,cellular,13,may,31,7,330,17,failure,no
29,management,single,tertiary,no,91,no,no,cellular,30,apr,99,1,274,4,other,no
30,admin.,divorced,secondary,no,83,yes,yes,unknown,6,may,310,1,999,0,unknown,no
34,blue-collar,married,tertiary,no,17672,no,no,cellular,20,nov,548,1,999,0,unknown,no
40,blue-collar,married,secondary,no,100,yes,no,unknown,29,may,218,2,999,0,unknown,no
38,services,married,secondary,no,0,no,yes,cellular,16,jul,1473,6,999,0,unknown,no
31,student,single,secondary,no,216,no,no,cellular,3,jun,138,1,999,0,unknown,no
27,services,single,tertiary,no,1501,yes,no,cellular,24,jul,187,1,999,0,unknown,no
38,self-employed,divorced,secondary,no,2674,yes,no,unknown,19,jun,163,2,999,0,unknown,no
48,housemaid,single,secondary,no,71,no,no,cellular,28,aug,97,3,999,0,unknown,no
35,management,married,tertiary,no,4943,yes,no,cellular,18,nov,295,1,124,2,failure,no
38,entrepreneur,married,secondary,no,61,yes,yes,unknown,28,may,170,5,999,0,unknown,no
42,blue-collar,married,unknown,no,0,no,no,unknown,26,may,270,2,999,0,unknown,no
35,unknown,married,primary,no,634,no,no,cellular,7,jul,185,2,999,0,unknown,no
30,technician,married,secondary,no,4,yes,no,cellular,8,may,17,5,999,0,unknown,no
36,management,married,tertiary,no,23,no,no,cellular,26,aug,133,11,999,0,unknown,no
34,management,married,tertiary,no,13,yes,no,cellular,21,jul,47,1,999,0,unknown,no
37,management,married,tertiary,no,5016,no,no,cellular,8,aug,119,1,999,0,unknown,no
35,blue-collar,married,secondary,no,260,yes,no,telephone,13,may,155,6,999,0,unknown,no
55,entrepreneur,married,secondary,no,814,no,yes,cellular,28,jul,69,12,999,0,unknown,no
37,management,married,tertiary,no,347,yes,no,cellular,22,jul,282,1,999,0,unknown,no
32,blue-collar,married,secondary,no,4996,yes,no,unknown,20,may,205,2,999,0,unknown,no
45,admin.,married,secondary,no,46,yes,no,cellular,5,may,234,1,999,0,unknown,no
41,services,married,secondary,no,2085,yes,no,unknown,26,may,125,4,999,0,unknown,no
37,management,married,tertiary,no,26,no,no,cellular,17,jun,151,7,62,4,failure,no
40,technician,married,secondary,no,192,no,no,cellular,7,aug,266,2,999,0,unknown,no
30,admin.,married,secondary,no,590,no,no,cellular,11,aug,443,3,999,0,unknown,no
40,admin.,married,secondary,no,1327,yes,yes,unknown,26,may,76,2,999,0,unknown,no
36,management,married,tertiary,no,871,no,no,cellular,18,nov,170,1,999,0,unknown,no
46,management,married,secondary,no,-27,yes,no,cellular,6,may,289,1,999,0,unknown,no
39,blue-collar,married,secondary,no,284,yes,yes,cellular,17,apr,1426,2,318,6,failure,no
27,blue-collar,single,secondary,no,5563,yes,no,unknown,30,may,435,2,999,0,unknown,no
38,blue-collar,married,primary,no,132,yes,no,cellular,14,may,797,2,999,0,unknown,no
49,blue-collar,married,secondary,no,102,no,no,cellular,29,aug,210,2,999,0,unknown,no
26,technician,married,secondary,no,744,no,no,cellular,15,apr,609,1,999,0,unknown,no
53,retired,married,primary,no,136,yes,no,unknown,6,may,267,2,999,0,unknown,no
33,management,single,tertiary,no,369,no,no,cellular,25,aug,143,10,999,0,unknown,no
31,blue-collar,married,secondary,no,0,yes,no,unknown,9,may,133,1,999,0,unknown,no
32,blue-collar,single,secondary,no,1036,yes,yes,unknown,30,may,62,2,999,0,unknown,no
44,blue-collar,single,secondary,no,25,yes,no,cellular,12,may,244,3,999,0,unknown,no
29,management,single,tertiary,no,54,yes,yes,unknown,26,may,257,3,999,0,unknown,no
50,management,married,tertiary,no,-470,yes,no,cellular,19,nov,130,2,160,1,failure,no
30,admin.,married,secondary,no,521,yes,no,cellular,19,nov,648,1,999,0,unknown,no
46,self-employed,married,tertiary,no,-80,yes,no,unknown,12,may,112,2,999,0,unknown,no
39,management,married,tertiary,no,208,no,no,cellular,20,aug,170,4,999,0,unknown,no
42,management,divorced,tertiary,no,266,no,yes,cellular,28,jan,228,1,999,0,unknown,no
40,management,single,tertiary,no,257,no,no,cellular,1,feb,147,1,209,1,failure,no
31,blue-collar,married,secondary,no,1664,yes,no,cellular,7,may,603,2,17,2,failure,no
32,blue-collar,married,primary,no,494,yes,no,unknown,26,may,252,2,999,0,unknown,no
51,blue-collar,married,primary,no,42,yes,no,cellular,12,may,51,2,342,3,failure,no
36,admin.,married,secondary,no,465,yes,no,unknown,20,may,160,1,999,0,unknown,no
56,technician,married,tertiary,no,1476,no,no,telephone,31,jul,40,3,999,0,unknown,no
48,blue-collar,married,primary,no,559,yes,no,unknown,15,may,1231,2,999,0,unknown,no
34,management,single,tertiary,no,171,yes,no,cellular,7,may,191,1,294,1,failure,no
36,services,married,secondary,no,1177,yes,yes,cellular,3,feb,50,5,999,0,unknown,no
48,admin.,married,unknown,no,3756,no,no,cellular,14,aug,65,10,999,0,unknown,no
37,management,divorced,tertiary,no,1170,yes,yes,cellular,18,may,106,1,999,0,unknown,no
32,housemaid,married,tertiary,no,10,yes,no,unknown,2,jun,658,2,999,0,unknown,no
41,management,divorced,tertiary,no,236,no,no,cellular,3,feb,159,2,999,0,unknown,no
32,technician,married,secondary,no,557,yes,no,cellular,6,may,91,2,999,0,unknown,no
49,housemaid,married,primary,no,0,yes,no,cellular,25,jul,42,3,999,0,unknown,no
39,technician,single,tertiary,no,21,yes,no,unknown,23,may,58,1,999,0,unknown,no
45,unknown,married,unknown,no,356,no,no,cellular,11,aug,212,2,999,0,unknown,no
38,technician,single,tertiary,no,5122,yes,no,cellular,20,nov,370,1,184,1,failure,no
48,blue-collar,married,primary,no,-254,no,yes,cellular,29,aug,134,4,999,0,unknown,no
32,management,single,tertiary,no,597,no,yes,cellular,24,jul,869,1,999,0,unknown,no
28,management,single,tertiary,no,9710,no,no,cellular,14,oct,786,2,999,0,unknown,no
45,management,married,secondary,no,5888,yes,no,unknown,26,may,45,5,999,0,unknown,no
34,housemaid,married,secondary,yes,0,no,no,cellular,21,aug,398,2,999,0,unknown,no
38,unemployed,divorced,secondary,no,189,yes,yes,cellular,21,jul,105,2,999,0,unknown,no
44,technician,married,unknown,yes,-375,yes,yes,telephone,6,may,149,4,999,0,unknown,no
51,blue-collar,married,secondary,no,1022,yes,no,cellular,8,may,311,3,999,0,unknown,no
34,blue-collar,married,primary,no,267,yes,no,unknown,7,may,362,1,999,0,unknown,no
36,technician,single,secondary,no,301,yes,yes,cellular,29,jul,367,1,999,0,unknown,no
30,self-employed,married,tertiary,no,163,yes,no,cellular,18,may,149,1,362,8,other,no
32,technician,single,tertiary,no,127,yes,no,cellular,27,aug,20,17,999,0,unknown,no
37,management,divorced,secondary,no,1655,yes,no,cellular,12,may,178,1,175,2,failure,no
38,services,married,primary,no,0,yes,no,cellular,17,nov,960,2,999,0,unknown,no
39,blue-collar,married,secondary,no,39,yes,no,unknown,18,jun,34,6,999,0,unknown,no
37,blue-collar,single,unknown,no,2188,no,no,unknown,16,may,193,8,999,0,unknown,no
63,technician,married,secondary,no,896,yes,no,cellular,28,jan,115,3,91,4,other,no
29,management,single,tertiary,no,92,no,no,cellular,2,jun,101,1,92,5,success,no
55,technician,married,tertiary,no,11,no,no,cellular,21,aug,588,2,999,0,unknown,no
44,management,married,unknown,no,2982,no,no,unknown,16,jun,55,2,999,0,unknown,no
53,self-employed,married,tertiary,no,290,no,yes,cellular,24,jul,303,3,999,0,unknown,no
37,admin.,married,secondary,no,1314,yes,no,cellular,22,may,74,1,14,9,failure,no
32,technician,single,secondary,no,-114,no,no,cellular,12,aug,155,2,999,0,unknown,no
